topic,query_type,query,page,position,url,domain,title,timestamp
vaccines,neutral,hpv vaccine effects,2,1,https://healthclinics.superdrug.com/hpv-vaccine-side-effects/,healthclinics.superdrug.com,HPV Vaccine Side Effects,2026-05-09 15:49:40
vaccines,neutral,hpv vaccine effects,2,3,https://www.hpvworld.com/articles/hpv-vaccine-hesitancy-in-europe-side-effects-uncertainty-and-mistrust/,hpvworld.com,"HPV vaccine hesitancy in Europe: side effects, uncertainty, ...",2026-05-09 15:49:41
vaccines,neutral,hpv vaccine effects,2,5,https://www.gavi.org/vaccineswork/everything-you-need-know-about-hpv-vaccine,gavi.org,Everything you need to know about the HPV vaccine,2026-05-09 15:49:42
vaccines,neutral,hpv vaccine effects,2,6,https://www.gardasil9.com/patient-pd/what-is-gardasil-9/safety-and-side-effects/,gardasil9.com,GARDASIL 9 safety and side effects,2026-05-09 15:49:42
vaccines,neutral,hpv vaccine effects,2,8,https://www.pharmacytimes.com/view/hpv-vaccine-balancing-benefits-risks-and-public-perception,pharmacytimes.com,"HPV Vaccine: Balancing Benefits, Risks, and Public ...",2026-05-09 15:49:43
vaccines,neutral,hpv vaccine effects,2,10,https://www.thomsonmedical.com/blog/hpv-vaccine-side-effects,thomsonmedical.com,"HPV Vaccine Side Effects: Symptoms, Causes & Treatment ...",2026-05-09 15:49:43
vaccines,neutral,hpv vaccine effects,3,1,https://kidshealth.org/en/teens/gbs-hpv.html,kidshealth.org,Does the HPV Vaccine Cause Paralysis? (for Teens),2026-05-09 15:49:50
vaccines,neutral,hpv vaccine effects,3,2,https://www.thomsonmedical.com/blog/hpv-vaccine-side-effects,thomsonmedical.com,"HPV Vaccine Side Effects: Symptoms, Causes & Treatment ...",2026-05-09 15:49:50
vaccines,neutral,hpv vaccine effects,3,4,https://www.cancerresearchuk.org/about-cancer/causes-of-cancer/infections-eg-hpv-and-cancer/the-hpv-vaccine,cancerresearchuk.org,The HPV vaccine,2026-05-09 15:49:51
vaccines,neutral,hpv vaccine effects,3,5,https://ealingtravelclinic.co.uk/hpv-vaccine-side-effects/,ealingtravelclinic.co.uk,HPV Vaccine Side Effects | What to Expect After Gardasil 9,2026-05-09 15:49:52
vaccines,neutral,hpv vaccine effects,3,6,https://health.au.dk/en/display/artikel/symptoms-following-the-criticised-hpv-vaccine-may-be-due-to-infections,health.au.dk,Symptoms following the criticised HPV vaccine may be due ...,2026-05-09 15:49:52
vaccines,neutral,hpv vaccine effects,3,7,https://www.verywellhealth.com/hpv-vaccine-for-boys-514147,verywellhealth.com,HPV Vaccine Gardasil 9 Side Effects for Men and Boys,2026-05-09 15:49:53
vaccines,slanted,hpv vaccine dangers,1,5,https://www.hpvworld.com/articles/hpv-vaccine-hesitancy-in-europe-side-effects-uncertainty-and-mistrust/,hpvworld.com,"HPV vaccine hesitancy in Europe: side effects, uncertainty, ...",2026-05-09 15:50:37
vaccines,slanted,hpv vaccine dangers,1,6,https://www.hpv.org.nz/hpv-prevention/hpv-vaccine-side-effects,hpv.org.nz,HPV Vaccine Side Effects | Most Common Is Soreness ...,2026-05-09 15:50:38
vaccines,slanted,hpv vaccine dangers,1,7,https://www.cancer.org.au/iheard/does-the-gardasil-vaccine-do-more-harm-than-good,cancer.org.au,Does the Gardasil vaccine do more harm than good?,2026-05-09 15:50:58
vaccines,slanted,hpv vaccine dangers,2,1,https://my.clevelandclinic.org/health/treatments/21613-hpv-vaccine,my.clevelandclinic.org,"HPV Vaccine: Age, Schedule, Importance & Side Effects",2026-05-09 15:51:04
vaccines,slanted,hpv vaccine dangers,2,4,https://www.hpvvaccine.org.au/hpv-vaccine/hpv-vaccine-safety-and-side-effects,hpvvaccine.org.au,HPV vaccine safety and side effects,2026-05-09 15:51:05
vaccines,slanted,hpv vaccine dangers,2,5,https://www.gavi.org/vaccineswork/researchers-reviewed-hundreds-hpv-vaccine-studies-heres-what-they-found,gavi.org,Researchers reviewed hundreds of HPV vaccine studies. ...,2026-05-09 15:51:05
vaccines,slanted,hpv vaccine dangers,2,6,https://www.cochrane.org/about-us/news/what-do-we-know-about-hpv-vaccine,cochrane.org,What do we know about the HPV vaccine?,2026-05-09 15:51:06
vaccines,slanted,hpv vaccine dangers,2,7,https://healthclinics.superdrug.com/hpv-vaccine-side-effects/,healthclinics.superdrug.com,HPV Vaccine Side Effects,2026-05-09 15:51:06
vaccines,slanted,hpv vaccine dangers,2,8,https://www.bmj.com/content/391/bmj.r2479,bmj.com,"HPV vaccine safe and reduces risk of cervical cancer, anti- ...",2026-05-09 15:51:06
vaccines,slanted,hpv vaccine dangers,2,10,https://www.ecdc.europa.eu/en/publications-data/hpv-vaccine-safe,ecdc.europa.eu,Is the HPV vaccine safe? - ECDC - European Union,2026-05-09 15:51:07
vaccines,slanted,hpv vaccine dangers,3,1,https://www.vaccineinjuryteam.com/hpv-vaccine-side-effects-long-term/,vaccineinjuryteam.com,Legal Advice on HPV Vaccine Side Effects - Long Term,2026-05-09 15:51:13
vaccines,slanted,hpv vaccine dangers,3,2,https://rossichiropracticcenter.com/hpv-vaccine-risks/,rossichiropracticcenter.com,Evaluating the HPV Vaccine: A Call for Caution,2026-05-09 15:51:13
vaccines,slanted,hpv vaccine dangers,3,4,https://www.pharmacytimes.com/view/hpv-vaccine-balancing-benefits-risks-and-public-perception,pharmacytimes.com,"HPV Vaccine: Balancing Benefits, Risks, and Public ...",2026-05-09 15:51:14
vaccines,slanted,hpv vaccine dangers,3,7,https://www.gardasil9.com/patient-pd/what-is-gardasil-9/safety-and-side-effects/,gardasil9.com,GARDASIL 9 safety and side effects,2026-05-09 15:51:15
vaccines,slanted,hpv vaccine dangers,3,10,https://www.thomsonmedical.com/blog/hpv-vaccine-side-effects,thomsonmedical.com,"HPV Vaccine Side Effects: Symptoms, Causes & Treatment ...",2026-05-09 15:51:16
vaccine_passports,neutral,vaccine passport impact,1,2,https://www.thelancet.com/journals/eclinm/article/PIIS2589-53702100389-8/fulltext,thelancet.com,The potential impact of vaccine passports on inclination to ...,2026-05-09 15:51:33
vaccine_passports,neutral,vaccine passport impact,1,5,https://www.cmajopen.ca/content/11/5/E995,cmajopen.ca,Impact of a vaccine passport on first-dose SARS-CoV-2 ...,2026-05-09 15:51:35
vaccine_passports,neutral,vaccine passport impact,1,7,https://www.dw.com/en/eu-vaccine-passport-an-ethical-and-legal-minefield/a-56747519,dw.com,How realistic is the EU's digital vaccine pass?,2026-05-09 15:51:41
vaccine_passports,neutral,vaccine passport impact,1,8,https://www.adalovelaceinstitute.org/project/vaccine-passports-covid-status-apps/,adalovelaceinstitute.org,Vaccine passports and COVID-19 status apps,2026-05-09 15:51:42
vaccine_passports,neutral,vaccine passport impact,1,9,https://portal.pucrs.br/en/news/health/vaccine-passport-understand-the-topic/,portal.pucrs.br,Vaccine passport: 5 questions to understand the topic,2026-05-09 15:51:43
vaccine_passports,neutral,vaccine passport impact,2,2,https://gh.bmj.com/content/6/10/e006956,gh.bmj.com,A pragmatic approach to COVID-19 vaccine passport,2026-05-09 15:51:57
vaccine_passports,neutral,vaccine passport impact,2,5,https://eprints.lse.ac.uk/112760/,eprints.lse.ac.uk,Covid-19 vaccine passport and international traveling,2026-05-09 15:51:58
vaccine_passports,neutral,vaccine passport impact,2,6,https://www.ama-assn.org/public-health/infectious-diseases/vaccine-passports-benefits-challenges-and-ethical-concerns,ama-assn.org,"Vaccine passports: Benefits, challenges and ethical concerns",2026-05-09 15:51:58
vaccine_passports,neutral,vaccine passport impact,2,8,https://www.chathamhouse.org/2021/06/vaccine-passports-what-they-are-and-are-they-useful,chathamhouse.org,"Vaccine passports: What they are, and are they useful?",2026-05-09 15:51:59
vaccine_passports,neutral,vaccine passport impact,2,9,https://institutdelors.eu/en/publications/a-european-vaccine-passport-a-healthy-debate/,institutdelors.eu,A European vaccine passport? A healthy debate,2026-05-09 15:51:59
vaccine_passports,neutral,vaccine passport impact,2,10,https://yalelawjournal.org/forum/depolarizing-the-covid-vaccine-passport-1,yalelawjournal.org,Depolarizing the COVID Vaccine Passport,2026-05-09 15:52:00
vaccine_passports,neutral,vaccine passport impact,3,1,https://www.acepnow.com/article/unintended-consequences-of-vaccine-passports/,acepnow.com,Unintended Consequences of Vaccine “Passports”,2026-05-09 15:52:06
vaccine_passports,neutral,vaccine passport impact,3,2,https://crisesobservatory.es/why-a-vaccine-passport-is-a-bad-idea/,crisesobservatory.es,"Why a Vaccine Passport Is a Bad Idea –I. Butler, L. Ravo",2026-05-09 15:52:06
vaccine_passports,neutral,vaccine passport impact,3,3,https://www.adalovelaceinstitute.org/event/epidemiological-economic-impact-vaccine-passports-covid-status-apps/,adalovelaceinstitute.org,The epidemiological and economic impact of vaccine ...,2026-05-09 15:52:07
vaccine_passports,neutral,vaccine passport impact,3,4,https://www.weforum.org/stories/2021/04/coronavirus-covid19-vaccine-passports-travel/,weforum.org,Coronavirus vaccine passports: everything you need to know,2026-05-09 15:52:07
vaccine_passports,neutral,vaccine passport impact,3,5,https://www.aljazeera.com/news/2021/3/14/vaccine-passport-qa,aljazeera.com,'A can of worms': Experts weigh in on the vaccine passport ...,2026-05-09 15:52:07
vaccine_passports,neutral,vaccine passport impact,3,6,https://jamanetwork.com/journals/jama/fullarticle/2778526,jamanetwork.com,Digital Health Passes in the Age of COVID-19,2026-05-09 15:52:07
vaccine_passports,neutral,vaccine passport impact,3,7,https://healthcare-in-europe.com/en/news/12-things-to-consider-before-introducing-covid-19-vaccine-passports.html,healthcare-in-europe.com,12 things to consider before introducing Covid-19 vaccine ...,2026-05-09 15:52:07
vaccine_passports,neutral,vaccine passport impact,3,8,https://www.nejm.org/doi/full/10.1056/NEJMp2104289,nejm.org,“Vaccine Passport” Certification — Policy and Ethical ...,2026-05-09 15:52:08
vaccine_passports,neutral,vaccine passport impact,3,9,https://www.cigionline.org/articles/whats-really-stake-vaccine-passports/,cigionline.org,What's Really at Stake with Vaccine Passports,2026-05-09 15:52:08
vaccine_passports,slanted,immunity passport discrimination,1,2,https://www.icmpd.org/news/immunity-passports-unwise-and-unnecessary,icmpd.org,Immunity passports – unwise and unnecessary,2026-05-09 15:52:20
vaccine_passports,slanted,immunity passport discrimination,1,3,https://studiaiuridica.pl/seo/article/01.3001.0054.9801/en?language=pl,studiaiuridica.pl,IS THE IMMUNITY PASSPORT POLICY DISCRIMINATORY?,2026-05-09 15:52:20
vaccine_passports,slanted,immunity passport discrimination,1,5,http://privacyinternational.org/examples/immunity-passport,privacyinternational.org,Immunity passport,2026-05-09 15:52:22
vaccine_passports,slanted,immunity passport discrimination,1,6,https://jme.bmj.com/content/46/10/660,jme.bmj.com,"Immunity passports, fundamental rights and public health ...",2026-05-09 15:52:22
vaccine_passports,slanted,immunity passport discrimination,1,10,https://www.scienceopen.com/document?vid=3efedec0-6ae4-4be4-b617-09301d7186a1,scienceopen.com,IS THE IMMUNITY PASSPORT POLICY DISCRIMINATORY?,2026-05-09 15:52:29
vaccine_passports,slanted,immunity passport discrimination,2,2,https://www.wbur.org/hereandnow/2020/06/30/covid-19-immunity-passports,wbur.org,"The Medical, Ethical And Practical Challenges Of Immunity ...",2026-05-09 15:52:36
vaccine_passports,slanted,immunity passport discrimination,2,3,https://www.scientificamerican.com/article/how-to-make-immunity-passports-more-ethical/,scientificamerican.com,How to Make 'Immunity Passports' More Ethical,2026-05-09 15:52:37
vaccine_passports,slanted,immunity passport discrimination,2,5,https://blogs.bmj.com/medical-ethics/2020/07/01/immunity-passports-reopening-the-economy-and-repackaging-racism/,blogs.bmj.com,Immunity passports - reopening the economy and ...,2026-05-09 15:52:37
vaccine_passports,slanted,immunity passport discrimination,2,7,https://ruj.uj.edu.pl/bitstreams/1e4812de-e143-41ba-8668-82390d1932aa/download,ruj.uj.edu.pl,Is the immunity passport policy discriminatory?,2026-05-09 15:52:38
vaccine_passports,slanted,immunity passport discrimination,2,9,https://privacyinternational.org/examples/immunity-passport?page=1,privacyinternational.org,Immunity passport,2026-05-09 15:52:38
vaccine_passports,slanted,immunity passport discrimination,3,2,https://ccla.org/privacy/surveillance-technology/vaccine-passports/immunity-passports-a-new-journey-to-inequality/,ccla.org,“Immunity Passports”: a New Journey to Inequality,2026-05-09 15:52:45
vaccine_passports,slanted,immunity passport discrimination,3,3,https://privacyinternational.org/examples/immunity-passport?page=1,privacyinternational.org,Immunity passport,2026-05-09 15:52:45
vaccine_passports,slanted,immunity passport discrimination,3,4,https://www.cambridge.org/core/journals/disaster-medicine-and-public-health-preparedness/article/covid19-immunity-passports-an-emerging-threat-to-public-health/BFAE86DDA7251BB33B650661C6A5AA89,cambridge.org,COVID-19 Immunity Passports: An Emerging Threat to ...,2026-05-09 15:52:45
vaccine_passports,slanted,immunity passport discrimination,3,5,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3911010,papers.ssrn.com,Immunity Passports and the Necessity of Human Rights ...,2026-05-09 15:52:46
vaccine_passports,slanted,immunity passport discrimination,3,9,https://jamanetwork.com/journals/jama/fullarticle/2765836,jamanetwork.com,The Ethics of COVID-19 Immunity-Based Licenses ...,2026-05-09 15:52:48
vaccine_passports,neutral,covid passport research,1,3,https://www.zora.uzh.ch/server/api/core/bitstreams/edd21c1c-7378-4fb0-8854-95a8858da976/content,zora.uzh.ch,Stamping the vaccine passport? Public support for lifting ...,2026-05-09 15:53:04
vaccine_passports,neutral,covid passport research,1,4,https://www.seattletimes.com/nation-world/fda-blocked-publication-of-research-finding-covid-and-shingles-vaccines-were-safe/,seattletimes.com,FDA blocked publication of research finding COVID and ...,2026-05-09 15:53:05
vaccine_passports,neutral,covid passport research,1,5,https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(21)00389-8/fulltext,thelancet.com,The potential impact of vaccine passports on inclination to ...,2026-05-09 15:53:05
vaccine_passports,neutral,covid passport research,1,7,https://gh.bmj.com/content/6/10/e006956,gh.bmj.com,A pragmatic approach to COVID-19 vaccine passport,2026-05-09 15:53:06
vaccine_passports,neutral,covid passport research,1,9,https://www.ebsco.com/research-starters/health-and-medicine/immunity-passport,ebsco.com,Immunity passport | Health and Medicine | Research Starters,2026-05-09 15:53:06
vaccine_passports,neutral,covid passport research,2,2,https://royalsociety.org/-/media/policy/projects/set-c/set-c-vaccine-passports.pdf,royalsociety.org,Twelve criteria for the development and use of COVID-19 ...,2026-05-09 15:53:13
vaccine_passports,neutral,covid passport research,2,3,https://www.adalovelaceinstitute.org/project/vaccine-passports-covid-status-apps/,adalovelaceinstitute.org,Vaccine passports and COVID-19 status apps,2026-05-09 15:53:13
vaccine_passports,neutral,covid passport research,2,4,https://eprints.lse.ac.uk/112760/,eprints.lse.ac.uk,Covid-19 vaccine passport and international traveling,2026-05-09 15:53:13
vaccine_passports,neutral,covid passport research,2,6,https://commission.europa.eu/strategy-and-policy/coronavirus-response/safe-covid-19-vaccines-europeans/eu-digital-covid-certificate_en,commission.europa.eu,EU Digital COVID Certificate - European Commission,2026-05-09 15:53:14
vaccine_passports,neutral,covid passport research,3,2,https://www.instituteforgovernment.org.uk/article/explainer/covid-passports,instituteforgovernment.org.uk,Covid passports,2026-05-09 15:53:22
vaccine_passports,neutral,covid passport research,3,4,https://esmed.org/MRA/mra/article/view/2684,esmed.org,COVID-19 Vaccine Passports: Derogating Non- ...,2026-05-09 15:53:23
vaccine_passports,neutral,covid passport research,3,5,https://www.ids.ac.uk/opinions/covid-vaccine-passports-balancing-rights-vs-recovery/,ids.ac.uk,Covid vaccine passports – balancing rights vs recovery,2026-05-09 15:53:24
vaccine_passports,neutral,covid passport research,3,6,https://jamanetwork.com/journals/jama/fullarticle/2778526,jamanetwork.com,Digital Health Passes in the Age of COVID-19,2026-05-09 15:53:24
vaccine_passports,neutral,covid passport research,3,7,https://journals.sagepub.com/doi/abs/10.1177/05390184231182056,journals.sagepub.com,Risk consciousness and public perceptions of COVID-19 ...,2026-05-09 15:53:24
vaccine_passports,neutral,covid passport research,3,8,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31034-5/fulltext,thelancet.com,COVID-19 immunity passports and vaccination certificates,2026-05-09 15:53:25
vaccine_passports,neutral,covid passport research,3,9,https://theippo.co.uk/health-certificates-covid-19-global-review-research-evidence-implies-for-uk-vaccine-passport-policies/,theippo.co.uk,Health certificates for COVID-19: what our review of ...,2026-05-09 15:53:25
vaccine_passports,neutral,covid passport research,3,10,https://www.ovid.com/journals/scie/pdf/10.1126/science.abi5245~covid-19-vaccination-passports,ovid.com,COVID-19 vaccination passports,2026-05-09 15:53:25
